,station_id,name,physical_configuration,lat,lon,altitude,address,post_code,capacity,is_charging_station,nearby_distance,x_ride_code_support,cross_street,last_updated,ttl
251,261,"C/ VILLARROEL, 39",ELECTRICBIKESTATION,41.3821314,2.1606534,17,"C/ VILLARROEL, 39",8011,32,True,1000,True,,1661983179,2
252,262,"C/ ROCAFORT, 94",ELECTRICBIKESTATION,41.379981,2.1525661,21,"C/ ROCAFORT, 94",8015,26,True,1000,True,,1661983179,2
253,263,"PG. TORRAS I BAGES, 29",ELECTRICBIKESTATION,41.4378773,2.1910691,23,"PG. TORRAS I BAGES, 29",8030,20,True,1000,True,,1661983179,2
254,264,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERC",ELECTRICBIKESTATION,41.439929,2.1970692,20,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERCIAL)",8030,33,True,1000,True,,1661983179,2
255,265,"C/ CASANOVAS, 67",ELECTRICBIKESTATION,41.3854735,2.1586183,23,"C/ CASANOVAS, 67",8011,27,True,1000,True,,1661983179,2
256,266,"C/ CONCEPCIÓ ARENAL, 176",ELECTRICBIKESTATION,41.4268952,2.1842572,37,"C/ CONCEPCIÓ ARENAL, 176",8027,27,True,1000,True,,1661983179,2
257,267,"PG. TORRAS I BAGES, 129",ELECTRICBIKESTATION,41.4433647,2.1906302,29,"PG. TORRAS I BAGES, 129",8030,24,True,1000,True,,1661983179,2
258,268,"C/ FERNANDO PESSOA, 72",ELECTRICBIKESTATION,41.4457195,2.1929816,26,"C/ FERNANDO PESSOA, 72",8030,26,True,1000,True,,1661983179,2
259,269,"VIA BARCINO, 121",ELECTRICBIKESTATION,41.448152,2.19294,26,"VIA BARCINO, 121",8033,23,True,1000,True,,1661983179,2
260,270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",ELECTRICBIKESTATION,41.4486328,2.1898372,35,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",8033,26,True,1000,True,,1661983179,2
261,271,"VIA BARCINO, 69",ELECTRICBIKESTATION,41.4506081,2.1923629,28,"VIA BARCINO, 69",8033,21,True,1000,True,,1661983179,2
262,272,"C/ CONCEPCIÓ ARENAL, 281",ELECTRICBIKESTATION,41.4325013,2.1842021,32,"C/ CONCEPCIÓ ARENAL, 281",8033,25,True,1000,True,,1661983179,2
263,273,AV.MERID/PG. FABRA I PUIG,ELECTRICBIKESTATION,41.4304126,2.1834174,38,AV.MERID/PG. FABRA I PUIG,8030,36,True,1000,True,,1661983179,2
264,274,"RAMBLA FABRA I PUIG, 67",ELECTRICBIKESTATION,41.4299201,2.1849813,33,"RAMBLA FABRA I PUIG, 67",8030,31,True,1000,True,,1661983179,2
265,275,"AV. RIO DE JANEIRO, 3",ELECTRICBIKESTATION,41.43068,2.1821802,38,"AV. RIO DE JANEIRO, 3",8016,32,True,1000,True,,1661983179,2
266,276,PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,ELECTRICBIKESTATION,41.4121345,2.1652216,88,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,8024,27,True,1000,True,,1661983179,2
267,277,"TRAVESSERA DE GRÀCIA, 328",ELECTRICBIKESTATION,41.4082107,2.1689962,60,"TRAVESSERA DE GRÀCIA, 328",8025,27,True,1000,True,,1661983179,2
268,278,"TRAVESSERA DE GRÀCIA, 368",ELECTRICBIKESTATION,41.4098842,2.1715285,59,"TRAVESSERA DE GRÀCIA, 368",8025,26,True,1000,True,,1661983179,2
269,279,"C/ MAS CASANOVAS, 137",ELECTRICBIKESTATION,41.4158995,2.1745567,75,"C/ MAS CASANOVAS, 137",8041,27,True,1000,True,,1661983179,2
270,280,"C/ SANT ANTONI Mª CLARET, 290-296",ELECTRICBIKESTATION,41.4138664,2.1777274,49,"C/ SANT ANTONI Mª CLARET, 290-296",8041,26,True,1000,True,,1661983179,2
271,281,"C/ D'ESCORNALBOU, 51",ELECTRICBIKESTATION,41.4180789,2.1763994,74,"C/ D'ESCORNALBOU, 51",8041,24,True,1000,True,,1661983179,2
272,282,"PG. FONT D´EN- FARGAS, 1",ELECTRICBIKESTATION,41.4275514,2.1659881,75,"PG. FONT D´EN- FARGAS, 1",8031,25,True,1000,True,,1661983179,2
273,283,"C/ FULTON, 1",ELECTRICBIKESTATION,41.4297231,2.1617032,76,"C/ FULTON, 1",8032,20,True,1000,True,,1661983179,2
274,284,"AV. DIAGONAL, 652",ELECTRICBIKESTATION,41.389462,2.1314948,63,"AV. DIAGONAL, 652",8034,27,True,1000,True,,1661983179,2
275,285,"C/ MALATS, 98-100",ELECTRICBIKESTATION,41.4366708,2.186105,35,"C/ MALATS, 98-100",8030,15,True,1000,True,,1661983179,2
276,286,"C/ BOLÍVIA, 76",ELECTRICBIKESTATION,41.4030225,2.1913538,7,"C/ BOLÍVIA, 76",8018,15,True,1000,True,,1661983179,2
277,287,"GRAN VIA DE LES CORTS CATALANES, 632",ELECTRICBIKESTATION,41.3890626,2.1679313,22,"GRAN VIA DE LES CORTS CATALANES, 632",8007,16,True,1000,True,,1661983179,2
278,288,PL. VIRREI AMAT,ELECTRICBIKESTATION,41.4296439,2.174444,55,PL. VIRREI AMAT,8016,32,True,1000,True,,1661983179,2
279,289,"C/ MÚRCIA, 64",ELECTRICBIKESTATION,41.4166982,2.1909952,17,"C/ MÚRCIA, 64",8027,27,True,1000,True,,1661983179,2
280,290,"PL. DELS JARDINS D'ALFÀBIA, 1",ELECTRICBIKESTATION,41.4373376,2.1740962,66,"PL. DELS JARDINS D'ALFÀBIA, 1",8016,17,True,1000,True,Pg. Verdum,1661983179,2
281,291,"C/ CUBELLES, 2",ELECTRICBIKESTATION,41.426078,2.1751572,57,"C/ CUBELLES, 2",8031,27,True,1000,True,,1661983179,2
282,292,"C/ AMILCAR, 1",ELECTRICBIKESTATION,41.4300161,2.1720191,61,"C/ AMILCAR, 1",8031,12,True,1000,True,,1661983179,2
283,293,"C/ GRANOLLERS, 1",ELECTRICBIKESTATION,41.4283127,2.1629889,78,"C/ GRANOLLERS, 1",8032,24,True,1000,True,,1661983179,2
284,294,SEU DEL DISTRICTE (NOU BARRIS),ELECTRICBIKESTATION,41.4363473,2.1706752,72,SEU DEL DISTRICTE (NOU BARRIS),8042,24,True,1000,True,,1661983179,2
285,295,"C/ SANT ISCLE, 60",ELECTRICBIKESTATION,41.433384,2.1716309,61,"C/ SANT ISCLE, 60",8031,27,True,1000,True,,1661983179,2
286,296,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",ELECTRICBIKESTATION,41.4364887,2.1841014,41,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",8016,33,True,1000,True,,1661983179,2
287,297,"C/ TURÓ BLAU, 1-3",ELECTRICBIKESTATION,41.4388223,2.1767828,62,"C/ TURÓ BLAU, 1-3",8016,24,True,1000,True,,1661983179,2
288,298,"C/ ANDREU NIN, 22",ELECTRICBIKESTATION,41.4347233,2.1817718,41,"C/ ANDREU NIN, 22",8016,33,True,1000,True,,1661983179,2
289,299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",ELECTRICBIKESTATION,41.4340849,2.1748267,53,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",8016,27,True,1000,True,,1661983179,2
290,300,"C/ DE MALADETA, 1",ELECTRICBIKESTATION,41.4315843,2.1769107,44,"C/ DE MALADETA, 1",8016,18,True,1000,True,,1661983179,2
291,301,"C/ MARIE CURIE, 8-14",ELECTRICBIKESTATION,41.4366871,2.1693134,73,"C/ MARIE CURIE, 8-14",8042,27,True,1000,True,,1661983179,2
292,302,"C/ CAVALLERS, 41",ELECTRICBIKESTATION,41.3906352,2.111541,111,"C/ CAVALLERS, 41",8034,32,True,1000,True,,1661983179,2
293,303,"C/ CAVALLERS, 67",ELECTRICBIKESTATION,41.3934324,2.115107,101,"C/ CAVALLERS, 67",8034,27,True,1000,True,,1661983179,2
294,304,"PG. MANUEL GIRONA, 7",ELECTRICBIKESTATION,41.39038,2.121,78,"PG. MANUEL GIRONA, 7",8034,27,True,1000,True,,1661983179,2
295,305,"AV. DIAGONAL, 680",ELECTRICBIKESTATION,41.3875297,2.1237141,65,"AV. DIAGONAL, 680",8034,26,True,1000,True,,1661983179,2
296,306,"C/ DOCTOR SALVADOR CARDENAL, 1-5",ELECTRICBIKESTATION,41.3853868,2.122893,60,"C/ DOCTOR SALVADOR CARDENAL, 1-5",8028,31,True,1000,True,,1661983179,2
297,307,C/ PINTOR RIBALTA / AV. XILE,ELECTRICBIKESTATION,41.3791986,2.1135824,60,C/ PINTOR RIBALTA / AV. XILE,8028,32,True,1000,True,,1661983179,2
298,308,"C/ CARDENAL REIG, 11",ELECTRICBIKESTATION,41.37684,2.114029,54,"C/ CARDENAL REIG, 11",8028,27,True,1000,True,,1661983179,2
299,309,"C/ SANT RAMON NONAT,  26",ELECTRICBIKESTATION,41.3770199,2.1169828,50,"C/ SANT RAMON NONAT,  26",8028,22,True,1000,True,,1661983179,2
300,310,C/ JOSEP SAMITIER / JOAN XXIII,ELECTRICBIKESTATION,41.3812111,2.1190863,46,C/ JOSEP SAMITIER / JOAN XXIII,8028,27,True,1000,True,,1661983179,2
301,311,"C/ GALLEGO, 2",ELECTRICBIKESTATION,41.3785631,2.1202487,43,"C/ GALLEGO, 2",8028,24,True,1000,True,,1661983179,2
302,312,"C/ ARIZALA, 77",ELECTRICBIKESTATION,41.3789061,2.1233038,40,"C/ ARIZALA, 77",8028,36,True,1000,True,,1661983179,2
303,313,"C/ FELIU DE CASANOVA, 1",ELECTRICBIKESTATION,41.3754188,2.1297823,28,"C/ FELIU DE CASANOVA, 1",8028,29,True,1000,True,,1661983179,2
304,314,"RAMBLA DEL BRASIL, 44",ELECTRICBIKESTATION,41.3783067,2.1297303,35,"RAMBLA DEL BRASIL, 44",8028,24,True,1000,True,,1661983179,2
305,315,"C/ DEL GUINARDÓ, 32-38",ELECTRICBIKESTATION,41.4156285,2.1817876,38,"C/ DEL GUINARDÓ, 32-38",8041,27,True,1000,True,,1661983179,2
306,316,"C/ CANTÀBRIA, 55",ELECTRICBIKESTATION,41.4224015,2.198071,9,"C/ CANTÀBRIA, 55",8020,26,True,1000,True,,1661983179,2
307,317,"RAMBLA DE PRIM, 256",ELECTRICBIKESTATION,41.4256626,2.2008632,11,"RAMBLA DE PRIM, 256",8020,27,True,1000,True,,1661983179,2
308,318,"C/ CASTILLEJOS, 388",ELECTRICBIKESTATION,41.412427,2.170592,77,"C/ CASTILLEJOS, 388",8025,31,True,1000,True,,1661983179,2
309,319,"C/ SAGUÉS, 1",ELECTRICBIKESTATION,41.3937414,2.1455022,51,"C/ SAGUÉS, 1",8021,31,True,1000,True,,1661983179,2
310,320,"VÍA AUGUSTA, 109",ELECTRICBIKESTATION,41.401136,2.1479824,71,"VÍA AUGUSTA, 109",8006,27,True,1000,True,,1661983179,2
311,321,"C/ SANT HERMENEGILD, 30",ELECTRICBIKESTATION,41.4031529,2.1445843,79,"C/ SANT HERMENEGILD, 30",8006,27,True,1000,True,,1661983179,2
312,322,"C/ SANTALÓ, 165",ELECTRICBIKESTATION,41.4009,2.13892,106,"C/ SANTALÓ, 165",8021,24,True,1000,True,,1661983179,2
313,323,"C/ VALLMAJOR, 13",ELECTRICBIKESTATION,41.3981616,2.1386719,88,"C/ VALLMAJOR, 13",8021,27,True,1000,True,,1661983179,2
314,324,"C/ REINA VICTORIA, 31",ELECTRICBIKESTATION,41.3969455,2.136346,80,"C/ REINA VICTORIA, 31",8021,27,True,1000,True,,1661983179,2
315,325,"C/ ALT DE GIRONELLA, 13",ELECTRICBIKESTATION,41.3949601,2.1302775,82,"C/ ALT DE GIRONELLA, 13",8017,23,True,1000,True,,1661983179,2
316,326,"C/ BALMES, 409",ELECTRICBIKESTATION,41.4074131,2.1381069,111,"C/ BALMES, 409",8022,32,True,1000,True,,1661983179,2
317,327,"C/ REUS, 23",ELECTRICBIKESTATION,41.4050074,2.134603,114,"C/ REUS, 23",8022,24,True,1000,True,,1661983179,2
318,328,"C/ ARTESA DE SEGRE, 2",ELECTRICBIKESTATION,41.402988,2.1344691,106,"C/ ARTESA DE SEGRE, 2",8022,26,True,1000,True,,1661983179,2
319,329,"C/ DE LES ESCOLES PIES, 99",ELECTRICBIKESTATION,41.4029965,2.1283866,121,"C/ DE LES ESCOLES PIES, 99",8017,27,True,1000,True,,1661983179,2
320,330,"C/ PAU ALCOVER, 94",ELECTRICBIKESTATION,41.401883,2.131524,108,"C/ PAU ALCOVER, 94",8017,27,True,1000,True,,1661983179,2
321,331,"C/ CASTELLNOU, 65",ELECTRICBIKESTATION,41.3970497,2.1279409,95,"C/ CASTELLNOU, 65",8017,31,True,1000,True,,1661983179,2
322,332,"C/ DOCTOR ROUX, 86",ELECTRICBIKESTATION,41.3998981,2.1281922,104,"C/ DOCTOR ROUX, 86",8017,27,True,1000,True,,1661983179,2
323,333,"PASSATGE DE SENILLOSA, 3-5",ELECTRICBIKESTATION,41.3954723,2.1250451,94,"PASSATGE DE SENILLOSA, 3-5",8034,27,True,1000,True,,1661983179,2
324,334,"VIA AUGUSTA, 348",ELECTRICBIKESTATION,41.4006765,2.1232926,117,"VIA AUGUSTA, 348",8017,26,True,1000,True,,1661983179,2
325,335,"C/ SANTA AMÈLIA, 2",ELECTRICBIKESTATION,41.3935355,2.1231228,92,"C/ SANTA AMÈLIA, 2",8034,27,True,1000,True,,1661983179,2
326,336,"C/ CAPONATA, 10",ELECTRICBIKESTATION,41.3953855,2.1210928,101,"C/ CAPONATA, 10",8034,27,True,1000,True,,1661983179,2
327,337,"C/ CARME KARR, 12-14",ELECTRICBIKESTATION,41.3986238,2.1204941,117,"C/ CARME KARR, 12-14",8034,23,True,1000,True,,1661983179,2
328,338,"AV. J. V. FOIX,  63",ELECTRICBIKESTATION,41.3977227,2.1194557,111,"AV. J. V. FOIX,  63",8034,36,True,1000,True,,1661983179,2
329,339,"C/ RAMON TURRÓ, 246",ELECTRICBIKESTATION,41.4017084,2.2053803,2,"C/ RAMON TURRÓ, 246",8005,27,True,1000,True,,1661983179,2
330,340,"C/ SANT ADRIÀ, 113",ELECTRICBIKESTATION,41.4361782,2.2047037,13,"C/ SANT ADRIÀ, 113",8030,24,True,1000,True,,1661983179,2
331,341,"PG. D'ENRIC SANCHIS, 33",ELECTRICBIKESTATION,41.4339212,2.2062245,11,"PG. D'ENRIC SANCHIS, 33",8030,27,True,1000,True,,1661983179,2
332,342,"C/ ROC BORONAT, 134",ELECTRICBIKESTATION,41.4034967,2.1936584,5,"C/ ROC BORONAT, 134",8018,27,True,1000,True,,1661983179,2
333,343,CAMPANA DE LA MAQUINISTA (SAO PAULO I P,ELECTRICBIKESTATION,41.4389609,2.1996179,14,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,8030,27,True,1000,True,,1661983179,2
334,344,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",ELECTRICBIKESTATION,41.4431441,2.1996045,16,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",8030,27,True,1000,True,,1661983179,2
335,345,PL. TERESA DE CLARAMUNT/C/ DELS FERROCA,ELECTRICBIKESTATION,41.3631066,2.1398322,10,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,8038,32,True,1000,True,,1661983179,2
336,346,"PG. ZONA FRANCA, 182",ELECTRICBIKESTATION,41.360798,2.138931,8,"PG. ZONA FRANCA, 182",8038,35,True,1000,True,,1661983179,2
337,347,"C/ ALTS FORNS, 77",ELECTRICBIKESTATION,41.3595484,2.1417765,9,"C/ ALTS FORNS, 77",8038,32,True,1000,True,,1661983179,2
338,348,JARDINS DE CAN FERRERO/PG.DE LA ZONA FR,ELECTRICBIKESTATION,41.357067,2.141563,7,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,8038,33,True,1000,True,,1661983179,2
339,349,"C/ DE L'ENERGIA, 2 / ALTS FORNS",ELECTRICBIKESTATION,41.3573288,2.1371996,7,"C/ DE L'ENERGIA, 2 / ALTS FORNS",8038,32,True,1000,True,,1661983179,2
340,350,"C/ VILLARROEL, 208",ELECTRICBIKESTATION,41.392052,2.1480223,43,"C/ VILLARROEL, 208",8036,31,True,1000,True,,1661983179,2
341,351,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",ELECTRICBIKESTATION,41.3621232,2.1356187,9,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",8038,33,True,1000,True,,1661983179,2
342,352,"C/RADI,10/GRAN VIA DE LES CORTS CATALA",ELECTRICBIKESTATION,41.363279,2.1341586,9,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",8038,28,True,1000,True,,1661983179,2
343,353,C/ MUNNÉ  2-6,ELECTRICBIKESTATION,41.37541,2.1232547,34,C/ MUNNÉ  2-6,8028,30,True,1000,True,,1661983179,2
344,354,"RAMBLA DEL BRASIL, 5",ELECTRICBIKESTATION,41.3759419,2.1299539,28,"RAMBLA DEL BRASIL, 5",8028,25,True,1000,True,,1661983179,2
345,355,"C/ RIERA BLANCA, 123",ELECTRICBIKESTATION,41.371459,2.127854,22,"C/ RIERA BLANCA, 123",8028,21,True,1000,True,,1661983179,2
346,356,"C/ CAMÈLIES, 73",ELECTRICBIKESTATION,41.4134503,2.1631012,106,"C/ CAMÈLIES, 73",8024,27,True,1000,True,,1661983179,2
347,357,"C/ CARDENER, 59",ELECTRICBIKESTATION,41.4105956,2.1579897,87,"C/ CARDENER, 59",8024,27,True,1000,True,,1661983179,2
348,358,"C/ GOMBAU, 24",ELECTRICBIKESTATION,41.3872437,2.1793035,5,"C/ GOMBAU, 24",8003,26,True,1000,True,,1661983179,2
349,359,"C/ MÉNDEZ NÚÑEZ, 16",ELECTRICBIKESTATION,41.3900544,2.1775594,12,"C/ MÉNDEZ NÚÑEZ, 16",8003,25,True,1000,True,,1661983179,2
350,360,"C/ BAILÉN, 62",ELECTRICBIKESTATION,41.3952527,2.1730023,22,"C/ BAILÉN, 62",8009,30,True,1000,True,,1661983179,2
351,361,PG. DE COLOM (LES RAMBLES),ELECTRICBIKESTATION,41.37652,2.17881,5,PG. DE COLOM (LES RAMBLES),8039,33,True,1000,True,,1661983179,2
352,362,"C/ BAILÉN, 100",ELECTRICBIKESTATION,41.396994,2.1706323,27,"C/ BAILÉN, 100",8009,32,True,1000,True,,1661983179,2
353,363,"C/ BRUC, 20",ELECTRICBIKESTATION,41.3908381,2.1743743,16,"C/ BRUC, 20",8010,24,True,1000,True,,1661983179,2
354,364,"BITTER KAS-PG. DE GRÀCIA, 61",ELECTRICBIKESTATION,41.393062,2.1633226,32,"BITTER KAS-PG. DE GRÀCIA, 61",8007,33,True,1000,True,,1661983179,2
355,365,"C/ VILADOMAT, 244",ELECTRICBIKESTATION,41.3875712,2.1469336,39,"C/ VILADOMAT, 244",8029,30,True,1000,True,,1661983179,2
356,366,"LA RAMBLA, 75",ELECTRICBIKESTATION,41.3813118,2.1729725,8,"LA RAMBLA, 75",8002,18,True,1000,True,,1661983179,2
357,367,"C/ MARQUÈS DE SENTMENAT, 46",ELECTRICBIKESTATION,41.384972,2.1376205,44,"C/ MARQUÈS DE SENTMENAT, 46",8029,32,True,1000,True,,1661983179,2
358,368,"C/ DIPUTACIÓ, 373",ELECTRICBIKESTATION,41.3968391,2.1756598,21,"C/ DIPUTACIÓ, 373",8013,27,True,1000,True,,1661983179,2
359,369,"C/ CONSELL DE CENT, 482",ELECTRICBIKESTATION,41.40013,2.1780175,23,"C/ CONSELL DE CENT, 482",8013,27,True,1000,True,,1661983179,2
360,370,"C/ SARDENYA, 326",ELECTRICBIKESTATION,41.4039698,2.1729061,37,"C/ SARDENYA, 326",8025,32,True,1000,True,,1661983179,2
361,371,"C/ DELS ENAMORATS, 49",ELECTRICBIKESTATION,41.4040525,2.181199,19,"C/ DELS ENAMORATS, 49",8013,36,True,1000,True,,1661983179,2
362,372,"C/ RIBES, 77",ELECTRICBIKESTATION,41.4001015,2.1841711,9,"C/ RIBES, 77",8013,27,True,1000,True,,1661983179,2
363,373,"AV. PARAL.LEL, 132",ELECTRICBIKESTATION,41.3750995,2.1613897,13,"AV. PARAL.LEL, 132",8015,30,True,1000,True,,1661983179,2
364,374,"PG. DE GRÀCIA, 89",ELECTRICBIKESTATION,41.3949729,2.1612814,37,"PG. DE GRÀCIA, 89",8008,33,True,1000,True,,1661983179,2
365,375,WORLD TRADE CENTER,ELECTRICBIKESTATION,41.3720293,2.1804468,3,WORLD TRADE CENTER,8039,39,True,1000,True,,1661983179,2
366,376,WORLD  TRADE CENTER,ELECTRICBIKESTATION,41.3718728,2.180302,3,WORLD  TRADE CENTER,8039,39,True,1000,True,,1661983179,2
367,377,PL. ICTÍNEO,ELECTRICBIKESTATION,41.3776292,2.1836886,2,PL. ICTÍNEO,8039,29,True,1000,True,,1661983179,2
368,378,"PL. JOAQUIM XIRAU I PALAU, 1",ELECTRICBIKESTATION,41.3785379,2.1767427,5,"PL. JOAQUIM XIRAU I PALAU, 1",8002,21,True,1000,True,,1661983179,2
369,379,"AV. JOSEP TARRADELLAS, 27",ELECTRICBIKESTATION,41.3829333,2.1420704,35,"AV. JOSEP TARRADELLAS, 27",8029,21,True,1000,True,,1661983179,2
370,380,"C/ DURAN I BAS, 2",ELECTRICBIKESTATION,41.3854094,2.1740155,11,"C/ DURAN I BAS, 2",8002,24,True,1000,True,,1661983179,2
371,381,"C/ AGUSTÍ DURAN I SANPERE, 10",ELECTRICBIKESTATION,41.3816139,2.1677697,10,"C/ AGUSTÍ DURAN I SANPERE, 10",8001,41,True,1000,True,,1661983179,2
372,382,"C/ LOPE DE VEGA, 79",ELECTRICBIKESTATION,41.4038902,2.2041137,3,"C/ LOPE DE VEGA, 79",8005,27,True,1000,True,,1661983179,2
373,383,"C/ NUMÀNCIA, 2",ELECTRICBIKESTATION,41.381219,2.141767,32,"C/ NUMÀNCIA, 2",8029,24,True,1000,True,,1661983179,2
374,384,"C/ VILAMARÍ, 85",ELECTRICBIKESTATION,41.3807072,2.1468381,28,"C/ VILAMARÍ, 85",8015,26,True,1000,True,,1661983179,2
375,385,"C/ CASANOVA, 119",ELECTRICBIKESTATION,41.387888,2.1552902,30,"C/ CASANOVA, 119",8036,30,True,1000,True,,1661983179,2
376,386,AV. PARAL.LEL 164,ELECTRICBIKESTATION,41.3751866,2.1568773,17,AV. PARAL.LEL 164,8015,18,True,1000,True,,1661983179,2
377,387,"C/ NÀPOLS, 125",ELECTRICBIKESTATION,41.3957813,2.1787074,15,"C/ NÀPOLS, 125",8013,31,True,1000,True,,1661983179,2
